fips,pop_total,pop_white,pop_black,pop_hispanic,income_median_household,rent_median_gross,rent_burdened_pct,evict_year,evict_filings
48279,12919,9208,393,271,56997.0,900.0,41.8,2018,22
48281,22267,17206,904,661,76919.0,961.0,31.6,2018,36
48283,6946,2966,240,90,55469.0,,35.5,2018,3
48285,20479,15491,817,470,61768.0,879.0,28.6,2018,38
48287,17758,13194,1841,461,66000.0,1050.0,36.8,2018,70
48289,16067,12852,1172,295,59975.0,798.0,25.7,2018,37
48291,97993,61723,7907,1791,64773.0,1038.0,50.8,2018,420
48293,22185,13546,3809,228,58109.0,835.0,39.0,2018,109
48295,2964,2079,12,128,71442.0,807.0,23.3,2018,0
48297,11444,8817,269,242,53869.0,949.0,25.1,2018,22
48299,22011,19333,231,254,65636.0,995.0,41.1,2018,73
48301,54,49,0,0,51087.0,,0.0,2018,0
48303,314633,210030,23187,5454,63367.0,1134.0,43.6,2018,3051
48305,5667,3664,90,208,57411.0,933.0,39.3,2018,7
48307,7565,5662,58,417,51919.0,838.0,24.8,2018,21
48309,263608,167794,37077,3462,63888.0,1106.0,46.7,2018,1959
48311,623,384,0,20,45833.0,,0.0,2018,0
48313,13574,8442,2129,486,67128.0,832.0,30.3,2018,37
48315,9631,6881,2085,207,47447.0,854.0,48.1,2018,29
48317,5230,3999,64,187,77083.0,1175.0,14.4,2018,7
48319,3951,3342,3,23,68750.0,751.0,32.6,2018,5
48321,36274,20293,3810,414,55174.0,998.0,48.2,2018,244
48323,57770,20020,135,1094,51270.0,789.0,37.6,2018,69
48325,52419,34127,1492,1225,73462.0,1091.0,36.7,2018,134
48327,1964,1594,8,103,48191.0,810.0,17.9,2018,1
48329,171496,102681,12427,3389,93984.0,1383.0,39.2,2018,851
48331,25268,18542,2430,418,59076.0,948.0,34.0,2018,72
48333,4499,3648,27,144,64494.0,713.0,20.7,2018,12
48335,8989,5779,531,638,56033.0,481.0,44.0,2018,26
48337,20599,18809,10,641,62818.0,957.0,35.7,2018,41
48339,654722,467109,39061,9701,97266.0,1471.0,37.0,2018,3762
48341,21234,13014,997,767,61325.0,894.0,20.5,2018,56
48343,12014,7853,2229,653,55082.0,824.0,40.7,2018,48
48345,1267,1075,33,40,62857.0,725.0,16.9,2018,1
48347,64897,42724,11335,1065,51528.0,923.0,49.4,2018,387
48349,53735,32907,5880,862,59310.0,1039.0,35.6,2018,403
48351,12193,9187,2185,177,41044.0,877.0,45.5,2018,37
48353,14565,10042,618,292,50160.0,866.0,39.3,2018,87
48355,352829,193284,14126,4723,66021.0,1224.0,43.6,2018,4645
48357,9852,6802,0,206,64988.0,905.0,39.0,2018,26
48359,2097,1716,155,13,76402.0,1125.0,53.7,2018,1
48361,84993,68653,7347,1215,73372.0,1018.0,40.8,2018,736
48363,28920,23784,737,548,64972.0,1024.0,40.7,2018,227
48365,22624,16794,2589,1106,62593.0,810.0,26.1,2018,60
48367,158079,134222,2251,3240,102099.0,1440.0,40.4,2018,450
48369,9752,6536,35,649,68164.0,1015.0,18.8,2018,10
48371,14983,8767,647,168,67689.0,973.0,29.1,2018,48
48373,51780,39920,4073,2012,59066.0,1009.0,31.3,2018,204
48375,116634,72161,12309,2243,50448.0,989.0,40.7,2018,1442
48377,6043,2231,65,150,29014.0,445.0,24.9,2018,2
48379,12505,10903,357,234,64874.0,895.0,28.5,2018,49
48381,143791,111928,5230,3310,80905.0,1119.0,35.1,2018,802
48383,3259,1243,177,88,70288.0,806.0,24.2,2018,9
48385,2821,2668,39,1,45417.0,877.0,49.3,2018,5
48387,11621,8957,1903,327,46912.0,902.0,53.1,2018,54
48389,13219,5507,201,188,56056.0,988.0,28.9,2018,49
48391,6693,4143,493,74,58016.0,842.0,44.8,2018,10
48393,785,747,2,26,66118.0,769.0,0.0,2018,0
48395,16973,10770,3478,358,66250.0,773.0,42.4,2018,42
48397,116931,83206,9947,2362,124917.0,1899.0,37.7,2018,284
48399,9880,6882,296,208,63490.0,894.0,24.3,2018,13
48401,52613,35558,6920,1951,67506.0,997.0,41.3,2018,161
48403,9998,8659,459,266,59924.0,738.0,26.2,2018,20
48405,7889,5574,1746,130,46338.0,741.0,61.6,2018,26
48407,27983,20489,2365,649,59526.0,1018.0,24.7,2018,80
48409,69519,44690,1122,899,67512.0,1239.0,40.6,2018,316
48411,5802,4503,141,94,54855.0,894.0,26.3,2018,4
48413,2426,1441,18,28,90141.0,627.0,29.2,2018,3
48415,16633,11460,445,605,62689.0,913.0,21.7,2018,34
48417,3169,2751,37,72,64659.0,485.0,27.2,2018,7
48419,24108,16166,3751,1012,50436.0,832.0,22.7,2018,89
48421,2434,1667,4,6,74167.0,881.0,0.0,2018,1
48423,238014,164335,39645,2909,71923.0,1197.0,38.5,2018,1858
48425,9510,7939,183,384,83382.0,927.0,26.8,2018,10
48427,65809,29115,217,172,38182.0,715.0,49.2,2018,30
48429,9278,7361,298,257,54695.0,802.0,25.5,2018,53
48431,1389,1135,2,2,78750.0,968.0,52.0,2018,0
48433,1244,1147,7,0,61250.0,620.0,0.0,2018,2
48435,3306,1628,4,41,75000.0,770.0,11.3,2018,3
48437,6981,4827,561,111,39031.0,729.0,43.1,2018,20
48439,2135743,1112743,374520,38458,81905.0,1447.0,44.2,2018,27378
48441,144259,101650,11567,2413,66406.0,1111.0,39.7,2018,1254
48443,851,710,0,30,46989.0,,54.5,2018,0
48445,11699,6660,519,126,45905.0,813.0,50.0,2018,42
48447,1589,1481,0,15,58864.0,548.0,32.2,2018,0
48449,31284,17748,2978,694,59220.0,817.0,32.7,2018,96
48451,119398,82355,4487,1930,66254.0,1125.0,41.8,2018,645
48453,1307625,781848,106691,28664,97169.0,1669.0,38.6,2018,10416
48455,13850,11085,1258,234,51663.0,823.0,33.7,2018,51
48457,20084,16183,2130,357,50647.0,951.0,42.4,2018,26
48459,41864,34059,2995,1037,62794.0,1015.0,36.8,2018,130
48461,3227,1397,30,33,52321.0,689.0,20.1,2018,11
48463,24810,16673,354,669,57849.0,966.0,26.0,2018,66
48465,47647,29628,671,423,59673.0,956.0,30.1,2018,59
48467,61323,54161,1667,1099,68274.0,1010.0,33.7,2018,186
48469,91281,56218,5244,1182,70101.0,1151.0,41.1,2018,564
48471,78292,48459,15921,1977,49862.0,986.0,52.5,2018,315
48473,59455,27731,14046,1696,76135.0,1210.0,30.7,2018,204
48475,11255,7263,714,154,71719.0,939.0,34.5,2018,39
48477,36156,24952,5486,1115,75085.0,1091.0,33.1,2018,126
48479,267731,100976,1207,1446,62506.0,997.0,42.7,2018,662
48481,41651,26407,5541,232,66100.0,986.0,38.9,2018,166
48483,4902,4017,81,198,67964.0,995.0,43.7,2018,5
48485,129842,95929,13432,2888,62168.0,972.0,36.8,2018,1566
48487,12712,8474,787,594,51626.0,862.0,33.7,2018,58
48489,20218,11486,293,122,45645.0,868.0,37.9,2018,36
48491,643889,410837,44429,12036,108309.0,1720.0,37.7,2018,3398
48493,51501,37157,912,1714,92461.0,1069.0,32.9,2018,50
48495,7540,4389,323,188,91898.0,900.0,12.2,2018,3
48497,72359,61099,1094,1464,89897.0,1239.0,33.5,2018,185
48499,46094,38804,1858,847,62524.0,851.0,40.2,2018,131
48501,7589,4465,11,288,82261.0,931.0,17.3,2018,15
48503,17963,14942,311,194,63723.0,849.0,22.9,2018,40
48505,13855,5478,37,0,36527.0,569.0,30.3,2018,4
48507,9532,3469,79,78,41887.0,544.0,43.7,2018,15
49001,7172,6513,11,20,85603.0,1034.0,25.1,2018,7
49003,59725,53354,213,816,77865.0,1028.0,33.8,2018,70
49005,137031,116959,1117,2871,78292.0,1137.0,36.4,2018,101
49007,20446,18221,155,585,53673.0,828.0,41.8,2018,64
49009,747,692,0,35,58750.0,775.0,9.5,2018,2
49011,366742,313559,4433,4617,108058.0,1516.0,34.8,2018,604
49013,19932,17576,15,1124,74738.0,934.0,36.0,2018,24
49015,9968,9384,4,252,69956.0,696.0,44.7,2018,2
49017,5170,4896,7,131,61688.0,781.0,19.9,2018,4
49019,9697,8156,2,449,62521.0,1021.0,38.7,2018,14
49021,60201,52872,380,1681,65527.0,1008.0,34.2,2018,60
49023,12273,11517,89,214,89803.0,917.0,23.5,2018,13
49025,7996,7259,18,212,75000.0,1120.0,35.0,2018,7
49027,13179,11345,47,226,70877.0,897.0,27.2,2018,16
49029,12585,11871,20,84,126092.0,1493.0,7.3,2018,4
49031,1705,1633,2,0,44650.0,792.0,28.0,2018,2
49033,2588,2317,0,90,76875.0,743.0,15.8,2018,1
49035,1184689,862251,21338,26933,94658.0,1493.0,37.4,2018,3831
49037,14466,6749,17,7047,54890.0,805.0,15.7,2018,3
49039,29209,25316,258,558,67459.0,911.0,38.7,2018,26
49041,21854,20304,43,373,73765.0,878.0,32.9,2018,26
49043,42709,37047,190,614,137058.0,1969.0,31.5,2018,26
49045,76648,66041,646,1595,101846.0,1134.0,23.5,2018,152
49047,36458,30651,189,2972,69861.0,914.0,20.7,2018,44
49049,683622,572479,4597,11264,96877.0,1441.0,36.8,2018,851
49051,35808,30455,20,457,115146.0,1905.0,37.1,2018,31
49053,189827,163050,973,4257,76411.0,1464.0,44.8,2018,173
49055,2557,2417,0,46,70074.0,1018.0,31.9,2018,1
49057,266183,223245,2988,5010,87083.0,1269.0,34.2,2018,901
50001,37497,34035,398,532,88478.0,1201.0,36.5,2018,66
50003,37312,34574,381,375,71494.0,1063.0,51.0,2018,129
50005,30425,28388,271,425,66075.0,904.0,41.5,2018,72
50007,168831,147173,4346,2086,94310.0,1590.0,43.5,2018,387
50009,5972,5654,3,146,58985.0,915.0,39.4,2018,8
50011,50379,46649,138,1233,79078.0,1164.0,39.9,2018,164
50013,7393,6780,35,290,90625.0,1436.0,41.2,2018,7
50015,26036,24026,296,424,69897.0,1123.0,30.3,2018,44
50017,29594,27749,110,524,77328.0,1145.0,38.6,2018,64
50019,27492,25972,232,441,66426.0,897.0,41.4,2018,60
50021,60484,56765,412,695,64778.0,965.0,42.4,2018,267
50023,59958,55895,531,690,79853.0,1094.0,33.9,2018,152
50025,45913,42115,398,705,68021.0,1056.0,40.0,2018,173
50027,57968,54060,336,707,75247.0,1089.0,34.7,2018,155
51001,33326,20240,9077,388,57500.0,973.0,30.2,2018,194
51003,113683,87040,10044,689,102617.0,1623.0,39.1,2018,1504
51005,14962,13824,828,13,55160.0,774.0,35.0,2018,144
51007,13342,9785,2714,181,66339.0,972.0,27.0,2018,36
51009,31385,23388,5558,466,67298.0,842.0,43.1,2018,262
51011,16424,12693,2799,148,62337.0,883.0,24.7,2018,68
51013,235463,147496,22214,3342,140160.0,2275.0,31.2,2018,1866
51015,77713,69972,3320,531,79972.0,1057.0,37.8,2018,501
51017,4123,3751,155,28,61709.0,825.0,23.5,2018,8
51019,80254,69464,4809,622,77644.0,955.0,39.2,2018,481
51021,6211,5789,310,36,61375.0,683.0,14.1,2018,7
51023,33875,31066,800,277,80467.0,951.0,19.7,2018,88
51025,15868,6539,8478,210,52978.0,864.0,32.7,2018,72
51027,19857,19106,474,123,42216.0,712.0,51.3,2018,28
51029,16914,10377,5424,145,59199.0,874.0,39.9,2018,51
51031,55398,43153,7968,735,62608.0,853.0,24.5,2018,656
51033,31541,19667,7532,699,86267.0,1201.0,36.9,2018,226
51035,29158,27606,136,206,52575.0,687.0,34.5,2018,108
51036,6686,3002,2709,638,70339.0,1076.0,47.3,2018,17
51037,11475,8077,2889,88,48892.0,682.0,49.4,2018,62
51041,371610,220926,87245,4981,98910.0,1542.0,40.6,2018,7855
51043,15060,12750,902,159,114185.0,1360.0,48.4,2018,37
51045,4881,4648,3,97,67778.0,728.0,47.1,2018,17
51047,53563,36643,7069,458,96098.0,1417.0,34.9,2018,587
51049,9745,6235,2807,151,57057.0,847.0,23.1,2018,34
51051,13920,13611,141,66,43831.0,733.0,44.8,2018,25
51053,28083,18084,8595,59,83898.0,1242.0,30.3,2018,316
51057,10604,5925,3976,139,56481.0,967.0,45.8,2018,146
51059,1144474,587697,112326,17485,150113.0,2230.0,36.2,2018,7291
51061,73935,59895,4641,1269,129495.0,1561.0,33.6,2018,330
51063,15560,14549,433,111,61401.0,826.0,31.5,2018,40
51065,27764,21296,3512,430,91959.0,1173.0,37.1,2018,66
51067,54958,47645,4282,699,68348.0,797.0,28.1,2018,272
51069,93355,76923,3896,1306,95603.0,1402.0,33.1,2018,270
51071,16610,15728,373,85,64819.0,780.0,29.8,2018,88
51073,39228,32969,3192,634,83689.0,1144.0,33.8,2018,337
51075,25613,20247,3680,174,118695.0,1567.0,33.8,2018,41
51077,15323,13749,802,166,42864.0,712.0,46.2,2018,29
51079,20850,16668,1411,379,85268.0,1502.0,23.8,2018,97
51081,11304,4101,6040,489,56759.0,960.0,42.2,2018,135
51083,33811,20387,11734,429,49244.0,769.0,40.6,2018,229
51085,111652,91848,9599,1222,109504.0,1496.0,37.4,2018,817
51087,334434,171583,99183,3853,86397.0,1474.0,41.6,2018,12539
51089,50365,35130,11273,398,48445.0,705.0,37.4,2018,401
51091,2265,2139,0,26,62946.0,859.0,62.3,2018,2
51093,39444,27699,8718,608,96118.0,1313.0,27.6,2018,441
51095,80046,59921,10254,760,107046.0,1491.0,45.9,2018,1557
51097,6676,4457,1592,89,72851.0,982.0,45.2,2018,28
51099,27468,19555,4316,305,110517.0,1426.0,41.4,2018,281
51101,18232,14330,2788,496,85212.0,1246.0,34.0,2018,63
51103,10876,7364,3026,33,67169.0,978.0,38.4,2018,73
51105,22042,20507,937,180,42269.0,725.0,53.3,2018,66
51107,427082,236450,32889,5034,178707.0,2317.0,36.6,2018,509
51109,39012,30137,5201,351,80343.0,1208.0,47.7,2018,292
51111,11990,6930,4021,106,54460.0,780.0,41.6,2018,53
51113,13931,11797,1166,229,82972.0,1048.0,44.1,2018,36
51115,8517,7387,713,241,75487.0,1108.0,32.1,2018,30
51117,30431,18828,10026,270,51691.0,804.0,42.5,2018,186
51119,10774,8546,1631,141,74154.0,1071.0,28.7,2018,38
51121,99159,81977,3907,775,70769.0,1206.0,44.5,2018,951
51125,14777,12051,1515,181,68525.0,950.0,25.8,2018,48
51127,24139,18829,3234,556,120125.0,1653.0,45.1,2018,50
51131,12115,6949,3811,68,55933.0,780.0,39.7,2018,77
51133,12085,8344,2374,311,69500.0,1053.0,34.2,2018,38
51135,15597,8626,5856,313,62161.0,1009.0,35.9,2018,90
51137,37208,28736,3876,545,94175.0,1145.0,36.5,2018,217
51139,23750,21970,443,195,59396.0,851.0,34.6,2018,197
51141,17606,16031,948,117,50938.0,721.0,34.7,2018,52
51143,60148,44737,12454,471,54115.0,856.0,41.7,2018,317
51145,31074,26429,2743,342,110667.0,1107.0,33.6,2018,77
51147,21932,13761,6716,208,55082.0,898.0,45.9,2018,204
51149,42873,23474,13313,922,88225.0,1563.0,33.5,2018,722
51153,484625,225950,99527,8997,128873.0,2002.0,40.7,2018,6555
51155,33771,30781,1558,201,60767.0,815.0,33.6,2018,325
51157,7409,6373,358,86,98125.0,1384.0,28.8,2018,22
51159,9047,5517,2527,279,64184.0,1011.0,24.0,2018,31
51161,96793,81848,6161,660,82931.0,1148.0,34.0,2018,697
51163,22578,20222,896,269,63975.0,956.0,31.5,2018,178
51165,84739,74665,2143,839,78468.0,1125.0,29.1,2018,1057
51167,25635,24863,324,195,49020.0,682.0,31.3,2018,64
51169,21504,20744,257,121,45136.0,665.0,34.9,2018,44
51171,44630,38799,1303,529,64437.0,968.0,29.4,2018,328
51173,29585,28119,600,177,46859.0,692.0,34.6,2018,170
51175,17988,11019,5362,680,68465.0,930.0,37.8,2018,138
51177,143876,93765,23925,1934,109576.0,1733.0,41.9,2018,1233
51179,160520,91790,30991,2356,133792.0,1925.0,33.8,2018,1571
51181,6552,3654,2687,71,71458.0,858.0,30.3,2018,50
51183,10793,4354,5934,118,62821.0,952.0,38.7,2018,77
51185,39933,37261,1458,243,45788.0,738.0,31.6,2018,175
51187,41104,34386,2114,506,84331.0,1199.0,27.6,2018,391
51191,53913,51069,910,303,62774.0,832.0,24.2,2018,257
51193,18683,11895,4483,156,59766.0,991.0,48.7,2018,182
51195,35727,32407,1935,224,50740.0,770.0,31.2,2018,218
51197,28219,26413,668,172,55359.0,718.0,36.8,2018,177
51199,70590,48789,9245,989,108326.0,1777.0,38.0,2018,1001
51510,156788,84009,33033,2648,113638.0,2031.0,36.3,2018,3642
51520,17024,14631,1136,138,44706.0,775.0,33.7,2018,439
51530,6612,5689,105,536,54458.0,1067.0,38.2,2018,64
51540,45863,31202,7798,338,69829.0,1453.0,48.1,2018,717
51550,251153,141037,72892,3684,94189.0,1523.0,46.3,2018,6210
51570,18210,12634,3285,300,76250.0,1162.0,39.3,2018,438
51580,5671,4539,700,43,42724.0,822.0,37.6,2018,271
51590,42239,17184,21277,558,42778.0,808.0,37.3,2018,1582
51595,5633,1161,3607,53,49375.0,1060.0,44.9,2018,127
51600,24478,13774,1565,373,132774.0,2122.0,41.5,2018,17
51610,14593,10353,703,120,154734.0,2205.0,30.4,2018,49
51620,8212,3132,4244,310,65125.0,995.0,37.7,2018,284
51630,28383,16696,5720,644,85368.0,1521.0,36.2,2018,1154
51640,6698,5384,327,66,41438.0,692.0,39.0,2018,46
51650,137334,51495,67335,3601,67758.0,1346.0,45.9,2018,8508
51660,51492,34248,3915,800,59752.0,1120.0,38.0,2018,2373
51670,22944,10179,9768,302,48681.0,1085.0,53.7,2018,1381
51678,7420,6061,346,305,89598.0,985.0,38.4,2018,348
51680,79255,49316,21951,1222,59808.0,1043.0,40.3,2018,2213
51683,42674,21561,5377,850,117919.0,1835.0,36.3,2018,1319
51685,16923,6819,1923,616,100668.0,2175.0,36.1,2018,617
51690,13584,5860,6011,114,42434.0,784.0,35.1,2018,386
51700,184774,78221,75773,2228,66718.0,1285.0,40.9,2018,13325
51710,235037,103421,93540,3938,64017.0,1246.0,43.9,2018,14145
51720,3620,3444,48,77,38497.0,670.0,35.4,2018,176
51730,33365,5293,25758,115,50741.0,1132.0,43.2,2018,3430
51735,12556,11555,209,142,120919.0,1634.0,44.3,2018,211
51740,97299,35888,50303,2490,58972.0,1266.0,49.2,2018,5268
51750,16505,13726,1543,191,52791.0,966.0,50.8,2018,204
51760,227595,98401,95612,2979,62671.0,1314.0,43.4,2018,18554
51770,98677,56758,28603,1094,52671.0,964.0,38.8,2018,3382
51775,25477,21389,1983,192,66716.0,1046.0,36.1,2018,423
51790,25765,20629,2830,300,62586.0,993.0,35.1,2018,398
51800,96638,45942,40596,1563,90089.0,1484.0,46.5,2018,2511
51810,457066,281645,86396,6502,90685.0,1649.0,42.2,2018,13172
51820,22574,17061,2682,337,56364.0,972.0,36.0,2018,541
51830,15564,10608,2372,186,70206.0,1361.0,49.8,2018,1286
51840,27981,19314,2578,334,64648.0,1298.0,39.5,2018,577
53001,20690,9880,77,941,65042.0,901.0,39.7,2018,9
53003,22424,19939,213,694,69107.0,994.0,34.8,2018,58
53005,210224,151940,3563,5575,87316.0,1256.0,38.3,2018,505
53007,79518,54714,470,2042,78306.0,1182.0,33.7,2018,95
53009,77593,64256,670,6004,67999.0,1110.0,41.9,2018,146
53011,510516,394562,10778,12529,94948.0,1668.0,40.3,2018,1234
53013,3996,3256,28,284,71528.0,944.0,32.3,2018,8
53015,111539,94551,779,4519,72932.0,1169.0,40.1,2018,349
53017,43733,27075,209,998,80374.0,1234.0,31.2,2018,29
53019,7326,5401,13,1420,54650.0,703.0,36.4,2018,5
53021,97676,50552,1888,3132,82755.0,1171.0,37.7,2018,113
53023,2326,2116,30,20,62411.0,768.0,31.4,2018,1
53025,100428,59225,1221,3303,71115.0,1059.0,32.3,2018,151
53027,76397,61800,1241,5149,63539.0,1018.0,38.1,2018,224
53029,86747,68853,2367,2364,88358.0,1631.0,40.9,2018,51
53031,33313,28880,125,1442,71143.0,1291.0,33.5,2018,33
53033,2262713,1283809,147642,52429,122148.0,2035.0,37.1,2018,4096
53035,276581,211514,7310,9607,98546.0,1741.0,41.6,2018,419
53037,44736,36844,475,1322,69928.0,1253.0,45.0,2018,52
53039,23082,19495,166,766,70400.0,1119.0,34.5,2018,15
53041,83925,70150,648,3013,69690.0,1044.0,38.0,2018,139
53043,11271,10226,59,420,71227.0,872.0,19.3,2018,6
53045,66968,52450,689,4408,78359.0,1205.0,36.5,2018,102
53047,42811,28456,698,5671,60293.0,868.0,28.3,2018,52
53049,23750,19663,138,982,62350.0,962.0,41.3,2018,39
53051,13811,11909,41,573,63750.0,786.0,34.0,2018,20
53053,924106,608874,66212,35093,96632.0,1722.0,41.7,2018,3061
53055,18266,16129,48,443,83682.0,1413.0,38.4,2018,12
53057,130407,100207,1132,4791,85474.0,1439.0,41.8,2018,195
53059,12276,10754,34,520,90085.0,1024.0,38.9,2018,11
53061,834648,554564,30319,24672,107982.0,1866.0,41.5,2018,1928
53063,544323,456164,10866,18288,73513.0,1200.0,42.2,2018,1440
53065,47470,41194,186,3395,67405.0,864.0,32.8,2018,44
53067,296640,219738,9863,10458,93985.0,1634.0,42.7,2018,571
53069,4573,3938,50,214,57091.0,1086.0,59.0,2018,7
53071,62102,46780,1095,1914,72212.0,1113.0,44.3,2018,103
53073,228432,179842,2011,9137,80989.0,1465.0,49.3,2018,290
53075,47042,36086,766,1217,52893.0,1002.0,55.3,2018,26
53077,256605,135600,2094,14833,68015.0,1068.0,35.9,2018,551
54001,15454,14093,273,146,48347.0,803.0,19.1,2018,64
54003,126165,103874,9046,1127,77329.0,1238.0,34.0,2018,1827
54005,21312,20735,91,110,56152.0,823.0,42.8,2018,90
54007,12345,10766,108,123,44449.0,578.0,25.8,2018,54
54009,22053,20643,316,152,52116.0,603.0,27.6,2018,106
54011,93300,83677,3963,797,52828.0,877.0,49.0,2018,891
54013,6158,5904,3,66,41421.0,483.0,30.9,2018,28
54015,7946,7714,2,145,42790.0,589.0,63.9,2018,34
54017,7767,7258,199,88,61164.0,827.0,26.8,2018,30
54019,39987,36807,1803,333,52672.0,777.0,41.5,2018,146
54021,7376,6042,1055,121,50991.0,764.0,19.7,2018,29
54023,10972,10559,150,74,61530.0,612.0,45.6,2018,44
54025,32688,30363,724,366,48662.0,834.0,40.7,2018,148
54027,23340,22064,153,314,60299.0,732.0,27.8,2018,105
54029,28658,26663,563,305,61017.0,766.0,37.7,2018,226
54031,14236,12809,700,120,49302.0,820.0,28.3,2018,117
54033,65407,60809,853,613,58326.0,848.0,36.2,2018,547
54035,27753,26731,56,306,55671.0,720.0,33.3,2018,110
54037,58546,48075,3113,1079,95523.0,1103.0,33.1,2018,426
54039,178198,154794,11085,1710,58887.0,879.0,36.8,2018,1182
54041,16808,15334,55,105,52279.0,737.0,36.4,2018,114
54043,20170,19557,1,316,48593.0,727.0,30.7,2018,37
54045,31826,30477,593,173,47237.0,704.0,37.3,2018,121
54047,18413,16254,1687,120,29980.0,686.0,44.2,2018,32
54049,56042,51567,1455,656,67537.0,901.0,33.2,2018,366
54051,30129,28376,80,520,60329.0,823.0,43.9,2018,193
54053,25214,24179,221,199,53454.0,654.0,29.8,2018,86
54055,59062,52785,2542,1485,47799.0,813.0,40.3,2018,475
54057,26922,25096,474,523,68049.0,684.0,32.8,2018,208
54059,22979,21960,454,115,39527.0,604.0,34.1,2018,67
54061,106520,93097,3834,794,62704.0,943.0,47.9,2018,885
54063,12401,11938,161,144,54508.0,677.0,36.7,2018,38
54065,17327,16354,44,288,63805.0,832.0,34.7,2018,137
54067,24446,23639,74,305,49280.0,669.0,22.5,2018,85
54069,41904,38009,1356,343,57867.0,823.0,43.0,2018,327
54071,6111,5798,131,51,61738.0,754.0,31.9,2018,22
54073,7572,7170,35,160,61038.0,700.0,33.7,2018,23
54075,7855,7425,29,192,41200.0,688.0,26.2,2018,48
54077,34204,31006,2248,235,61373.0,753.0,33.4,2018,129
54079,57250,54194,418,502,77871.0,975.0,35.9,2018,224
54081,73666,64647,5118,954,52055.0,847.0,43.5,2018,506
54083,27782,25195,422,211,55057.0,807.0,34.5,2018,240
54085,8372,8129,10,55,50256.0,583.0,41.9,2018,31
54087,13921,13398,3,210,45194.0,590.0,41.2,2018,41
54089,11833,10874,677,130,42544.0,922.0,38.2,2018,47
54091,16543,15813,206,134,56807.0,672.0,28.7,2018,88
54093,6698,6500,1,115,53475.0,689.0,42.2,2018,27
54095,8181,7837,58,52,58293.0,707.0,34.4,2018,37
54097,23758,22040,343,203,51859.0,799.0,42.5,2018,157
54099,38498,36964,326,272,55539.0,883.0,32.0,2018,159
54101,8253,7650,16,144,42061.0,687.0,48.3,2018,25
54103,14233,13593,66,78,53341.0,703.0,23.4,2018,67
54105,5131,4970,11,94,54688.0,575.0,30.5,2018,25
54107,83829,79490,975,790,56193.0,789.0,40.7,2018,850
54109,20948,20314,139,202,48038.0,737.0,32.0,2018,58
55001,20928,18799,455,352,59153.0,789.0,27.5,2018,43
55003,16050,13371,122,2074,57645.0,665.0,29.7,2018,30
55005,46741,43043,719,742,64619.0,859.0,29.9,2018,101
55007,16410,13873,132,1876,69609.0,789.0,25.1,2018,9
55009,269425,216766,7160,10360,77490.0,973.0,31.2,2018,1191
55011,13341,12695,64,109,68722.0,822.0,33.3,2018,17
55013,16741,15179,129,938,61664.0,758.0,30.6,2018,25
55015,52626,46960,498,629,87700.0,1002.0,25.5,2018,78
55017,66558,61956,1040,771,74009.0,963.0,32.8,2018,166
55019,34736,32098,267,323,66250.0,786.0,25.3,2018,38
55021,58322,53691,1094,760,82792.0,926.0,27.5,2018,147
55023,16064,15028,232,204,63496.0,809.0,26.1,2018,17
55025,564777,445942,28986,6274,88108.0,1345.0,37.6,2018,2439
55027,88818,79899,2374,1125,73992.0,963.0,28.6,2018,268
55029,30279,28252,201,426,71785.0,995.0,29.4,2018,34
55031,44197,40184,560,1677,72579.0,903.0,33.8,2018,145
55033,45349,41662,394,452,71785.0,942.0,31.6,2018,129
55035,106328,94438,1327,1273,71834.0,977.0,31.0,2018,333
55037,4617,4420,20,49,62786.0,871.0,21.3,2018,2
55039,104053,92398,1762,1094,73154.0,926.0,32.2,2018,364
55041,9261,7256,35,1553,59727.0,585.0,26.8,2018,7
55043,51678,48668,938,304,64349.0,812.0,35.3,2018,73
55045,37036,34836,256,177,80248.0,851.0,25.7,2018,57
55047,19165,17859,150,226,66917.0,806.0,32.4,2018,43
55049,23832,22252,201,144,83372.0,941.0,21.3,2018,27
55051,6164,5827,3,218,59058.0,640.0,39.2,2018,8
55053,20971,18067,350,1548,65508.0,789.0,35.4,2018,42
55055,85867,77066,970,1116,80604.0,1012.0,29.1,2018,237
55057,26695,23697,606,544,65150.0,847.0,27.1,2018,83
55059,168413,129282,10516,3426,79412.0,1175.0,39.6,2018,1021
55061,20621,19307,82,240,80085.0,839.0,26.4,2018,19
55063,120262,106837,1817,1102,70704.0,1023.0,37.4,2018,446
55065,16788,15678,96,135,72091.0,835.0,29.2,2018,15
55067,19473,18109,96,546,57258.0,737.0,31.7,2018,44
55069,28403,26755,144,319,67726.0,768.0,41.0,2018,55
55071,81314,72995,638,911,68611.0,777.0,26.6,2018,192
55073,138067,121370,656,1788,76185.0,950.0,32.6,2018,451
55075,41907,39666,185,606,63401.0,749.0,26.0,2018,66
55077,15706,14741,82,203,63471.0,800.0,29.4,2018,25
55078,4256,527,32,3670,59528.0,624.0,32.4,2018,1
55079,927656,485935,241678,15712,62118.0,1069.0,40.3,2018,13451
55081,46169,41854,696,817,68213.0,920.0,31.2,2018,104
55083,39329,37011,56,1338,75886.0,796.0,32.0,2018,48
55085,38007,35737,203,725,69621.0,868.0,34.7,2018,70
55087,191537,165850,3040,4563,82857.0,998.0,26.3,2018,447
55089,92345,83840,1400,765,96734.0,1112.0,31.8,2018,104
55091,7372,7050,21,43,74536.0,860.0,29.1,2018,7
